smiles,use_AUTOCORR3D_071,use_AUTOCORR3D_072,use_AUTOCORR3D_073
CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC,0.47,0.68,0.702
C1=CC=C(C=C1)C1=CC=CC(=C1)C1=CC=CC=C1,0.413,0.534,0.624
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,0.413,0.534,0.592
OCC1=C2C=CC=CC2=CC2=C1C=CC=C2,0.506,0.742,0.831
S1C2=C(C=CC=C2)C2=C1C=C1C=CC=CC1=C2,0.557,0.756,0.757
CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,0.462,0.6,0.772
CC1CC(C)(C)C2=CC(C(C)=O)=C(C)C=C2C1(C)C,0.476,0.73,0.822
CC(C)CCCC(C)CCCC(C)CCCC(C)C,0.312,0.372,0.455
O=C1C2=CC=CC3=C2C(=CC=C3)C2=C1C=CC=C2,0.49,0.754,0.896
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.379,0.548,0.728
C1=CC=C(C=C1)C1=C2C=CC=CC2=CC2=C1C=CC=C2,0.41,0.592,0.742
CC(C)=CC1C(C(=O)OCC2=C(C)C=C(C)C=C2)C1(C)C,0.348,0.437,0.501
